Image Id.	Gene Description	EWS-T1	EWS-T2	EWS-T3	EWS-T4	EWS-T6	EWS-T7	EWS-T9	EWS-T11	EWS-T12	EWS-T13	EWS-T14	EWS-T15	EWS-T19	EWS-C8	EWS-C3	EWS-C2	EWS-C4	EWS-C6	EWS-C9	EWS-C7	EWS-C1	EWS-C11	EWS-C10	BL-C5	BL-C6	BL-C7	BL-C8	BL-C1	BL-C2	BL-C3	BL-C4	NB-C1	NB-C2	NB-C3	NB-C6	NB-C12	NB-C7	NB-C4	NB-C5	NB-C10	NB-C11	NB-C9	NB-C8	RMS-C4	RMS-C3	RMS-C9	RMS-C2	RMS-C5	RMS-C6	RMS-C7	RMS-C8	RMS-C10	RMS-C11	RMS-T1	RMS-T4	RMS-T2	RMS-T6	RMS-T7	RMS-T8	RMS-T5	RMS-T3	RMS-T10	RMS-T11	TEST-9	TEST-11	TEST-5	TEST-8	TEST-10	TEST-13	TEST-3	TEST-1	TEST-2	TEST-4	TEST-7	TEST-12	TEST-24	TEST-6	TEST-21	TEST-20	TEST-17	TEST-18	TEST-22	TEST-16	TEST-23	TEST-14	TEST-25	TEST-15	TEST-19
308746	ESTs	0.1006	0.092	0.182	0.2846	1.1472	0.5256	0.4951	0.4651	0.2751	0.4912	0.4513	0.4119	0.4915	0.1107	0.1236	0.1786	0.3011	0.2207	0.2046	0.3367	0.1275	0.1502	0.1515	0.2201	0.1127	0.1425	0.1008	0.075	0.0825	0.0714	0.0881	0.1779	0.3098	0.2326	0.3054	0.0973	0.5531	0.2761	0.294	0.2463	0.2379	0.2575	0.2543	0.3271	0.4811	0.2126	0.2788	0.5905	0.3252	0.4731	0.328	0.5255	0.4898	0.1107	0.1653	0.1701	0.6823	0.4135	0.4364	0.3901	0.1645	0.2407	0.2825	0.3183	0.2675	0.6203	0.1508	0.2671	0.1372	0.3966	0.1722	0.1102	0.1294	0.1573	0.3341	0.2563	0.6724	0.4871	0.5308	0.1515	0.1034	0.1779	0.2325	0.2332	0.2107	0.1912	0.1998	0.2761
324383	fibroblast growth factor 2 (basic)	0.0421	0.0223	0.0379	0.1649	0.3203	0.4031	0.3388	0.3383	0.1345	0.381	0.2187	0.245	0.2563	0.2037	0.0394	0.0465	0.0643	0.1608	0.1445	0.1507	0.012	0.1892	0.0473	0.1616	0.1263	0.0819	0.1541	0.0485	0.086	0.0646	0.0509	0.1383	0.1478	0.1676	0.1947	0.1121	0.2345	0.2297	0.1756	0.0861	0.0944	0.196	0.2229	0.3447	0.5235	0.1374	0.2311	0.164	0.2129	0.1284	0.0762	0.3443	0.0496	0.0957	0.0628	0.0566	0.3002	0.2661	0.1912	0.3238	0.0511	0.3101	0.1605	0.2863	0.2369	0.3831	0.1519	0.2826	0.1508	0.1232	0.0934	0.0515	0.117	0.0652	0.2601	0.1932	0.3327	0.3778	0.306	0.1631	0.0872	0.0892	0.1884	0.1974	0.2123	0.2306	0.2053	0.3118
811166	ESTs	1.2601	1.6687	1.1577	0.784	1.953	1.6133	1.7163	0.5461	0.7469	0.9303	1.0743	0.9733	1.4651	0.7954	3.117	3.3287	2.1668	1.2149	1.2084	1.3648	3.4542	1.3418	0.878	2.7841	1.4139	1.0146	0.4854	1.2227	2.1704	1.9668	1.1304	3.282	0.7691	0.6431	1.1014	1.6949	0.955	2.4839	1.4659	2.7959	1.6009	0.7457	1.1522	1.5949	1.8685	0.5173	0.9379	1.2205	0.807	1.0057	1.583	0.5173	1.8246	1.6535	3.2267	2.2678	3.2457	1.0484	3.4337	0.8841	2.5632	1.6272	2.2185	0.6204	1.5661	1.6438	1.159	0.3679	0.6542	1.6278	1.3574	0.5441	1.8034	0.8951	1.4836	1.4555	0.4276	0.9226	1.0042	1.4719	1.1176	0.903	2.8008	1.7605	1.9262	4.8183	1.0168	0.8343
377731	glutathione S-transferase M5	0.3205	0.2169	2.985	0.7629	1.4461	1.8833	1.8153	1.8714	2.2131	0.8395	0.8651	3.1361	0.3503	0.779	0.0955	0.1667	0.8533	0.2993	0.2718	0.1951	0.6829	0.6982	0.3995	0.131	0.1298	0.236	0.2287	0.084	0.1166	0.2135	0.1018	0.1091	0.1633	0.1609	0.0784	0.1977	0.0984	0.1795	0.1234	0.0675	0.1076	0.1284	0.2566	0.1342	0.4343	0.0798	0.6381	0.1297	0.1403	0.0699	0.0502	0.0376	0.378	0.1176	0.3984	0.2045	0.2209	0.7031	0.1574	0.4614	1.685	0.1902	0.1687	0.3092	0.1042	0.1744	0.1008	0.3465	0.8472	0.2367	0.0954	0.0846	0.1135	0.1697	0.5221	0.3855	1.7193	0.8325	0.5006	0.2269	0.1143	0.1581	0.2242	0.2004	0.1094	0.0948	0.2197	2.5003
855061	vascular endothelial growth factor B	1.1632	0.8454	0.7596	0.5532	0.9816	0.8238	1.1451	1.0764	1.2718	1.565	0.6328	1.1177	1.0942	1.3549	0.8745	1.1779	0.7337	1.6405	1.5049	0.6385	0.6516	2.0777	1.1285	0.6429	0.9285	0.5042	1.4996	0.8378	0.9761	1.2539	1.317	0.9445	2.0758	1.8178	0.8754	0.4475	0.9085	1.1814	0.4799	0.8847	1.0714	1.043	0.7499	1.4809	1.1226	0.9993	1.4474	0.7228	0.6928	0.9042	0.761	1.702	0.6022	2.2556	1.577	1.0031	1.6143	1.1347	1.0247	0.9597	0.7649	1.3484	1.0365	0.5554	1.4903	0.7972	1.0562	4.8968	1.2126	2.0767	1.2971	0.3578	0.4162	0.8865	1.1215	0.9995	0.8645	1.552	1.3258	0.6428	0.5989	1.0007	1.3292	1.7474	1.6531	1.2232	0.832	1.1509
250883	ubiquitin-activating enzyme E1, like	0.9567	0.7809	1.0657	0.5616	0.8628	1.1037	0.7578	1.0247	0.8342	0.2511	0.5961	0.9199	0.7683	0.5249	0.9699	0.7823	0.5897	0.6207	0.5882	0.4054	0.4973	0.7024	0.1149	0.2402	0.2079	0.503	0.7888	0.5182	0.1497	0.4816	0.5389	0.3049	0.9771	0.6542	0.3096	0.2968	0.5394	0.4573	0.2432	0.296	0.4756	0.3785	0.2167	0.501	0.4147	0.313	0.605	0.3249	0.6592	0.3708	0.3706	0.536	0.5511	1.1795	0.574	0.9114	0.4406	0.614	0.1161	0.4447	0.6236	0.6345	0.6899	0.2027	0.2981	0.5039	0.3994	1.1267	0.2088	0.5203	0.3344	0.379	0.9011	0.8488	1.6331	0.4618	0.7988	0.249	0.3791	0.6003	0.4451	0.6383	0.4889	0.5793	0.4859	0.5951	0.555	1.2147
562115	zinc finger protein 36 (KOX 18)	1.0947	1.1633	1.7062	0.3869	0.8353	0.8642	0.8713	0.8098	0.8568	0.4261	0.6447	0.7753	0.687	0.1269	0.4768	0.9266	1.2031	0.3236	0.2961	0.2562	1.8919	0.1753	0.1424	0.3	0.2607	0.2312	0.297	0.3619	0.5664	1.2255	1.1578	1.8557	0.3996	0.5856	0.4181	0.397	0.3146	0.8726	0.2466	0.396	1.0017	0.8143	0.2338	0.6581	0.418	0.1268	0.2721	0.2883	0.4497	0.1493	1.826	0.141	0.9411	1.4653	0.7141	1.7206	0.4531	0.2761	0.4106	0.4982	1.3263	0.3966	0.2703	0.3949	1.0426	1.1525	0.6775	0.4904	0.3928	0.1582	0.5488	0.1235	0.5231	0.2137	0.5876	0.5606	0.8206	0.4226	0.6503	0.6479	0.2126	1.0749	1.9574	1.7225	1.3625	1.4077	0.9867	0.432
236282	Wiskott-Aldrich syndrome (ecezema-thrombocytopenia)	0.1844	0.2833	0.2713	0.3253	0.2585	0.2248	0.4035	0.3533	0.1493	0.2142	0.1557	0.1942	0.3654	0.3325	0.1205	0.1557	0.3315	0.5093	0.4954	0.1288	0.2411	0.1331	0.189	0.7904	0.9508	1.3086	1.3896	0.7992	0.8609	0.9478	1.2604	0.1603	0.2011	0.2589	0.0713	0.0974	0.1823	0.3159	0.1511	0.2412	0.0364	0.1992	0.0756	0.5158	0.2974	0.2744	0.1735	0.1511	0.136	0.2693	0.162	0.0756	0.1011	0.2649	0.2956	0.5903	0.1521	0.1647	0.2031	0.3699	0.2915	0.1499	0.1745	0.1917	0.1178	0.1339	0.059	0.4968	0.0715	0.2466	0.0617	0.1622	0.1297	0.7908	0.2034	0.3974	0.2071	0.2124	0.3237	0.329	0.6426	0.1936	0.1658	0.2869	0.1374	0.2189	0.6936	0.2239
486221	voltage-dependent anion channel 1	1.1822	4.8531	2.3897	5.2349	1.3476	0.8199	0.7945	0.8165	0.7693	0.2627	0.4328	0.8957	0.9137	3.544	3.0386	3.7258	2.4818	2.6367	2.399	1.3764	3.8661	2.486	1.8044	2.5066	2.459	3.7809	4.1166	3.0744	5.5377	3.9602	3.4842	3.3822	3.9378	2.0906	1.9696	1.5299	3.0511	2.5246	1.0535	1.7059	1.8238	2.1735	2.2606	0.8121	0.9722	0.7383	2.2599	1.1095	0.8398	1.4992	2.6509	2.638	1.7193	2.6489	1.6101	2.9527	1.0173	1.1876	0.4374	0.5675	2.5791	0.9427	0.5118	1.1524	1.3407	2.8307	2.1929	2.1678	3.0859	2.0738	1.1081	0.6755	0.6412	0.9646	3.2415	1.9116	0.908	0.2605	0.4914	1.3564	2.5089	1.7879	1.6811	1.4592	0.6953	1.4681	2.3893	2.5135
1020315	vav 2 oncogene	0.751	0.9316	0.6546	0.1971	0.8705	1.1912	0.5809	0.9512	0.7981	0.732	0.5617	0.4058	0.957	0.2488	0.401	0.3982	1.2222	0.6753	0.653	0.3035	0.7426	1.2558	0.6139	0.3053	0.3882	0.3756	0.202	0.5519	0.591	0.4282	0.2448	0.5818	0.4416	0.3873	0.8295	0.4347	0.5411	0.7074	0.4171	0.3166	0.2576	0.208	0.2753	0.857	1.2565	0.7803	0.7995	0.606	0.8742	0.3188	0.548	0.5141	1.5497	0.3611	0.6765	0.78	0.7332	0.8528	0.6063	0.4654	0.7082	0.4508	0.1486	1.0901	0.7347	0.5463	0.3991	0.5017	0.5493	0.2146	0.2917	0.2193	0.3453	0.2772	0.1841	0.6267	0.4643	0.726	1.7495	0.346	0.347	0.4423	0.5876	0.2916	0.479	0.4819	0.2856	0.4888
877827	H.sapiens Uba80 mRNA for ubiquitin	0.2591	0.1661	0.2622	0.5318	0.8496	1.2841	0.867	1.2655	1.7591	1.856	1.7981	1.7551	1.7505	0.9748	0.1494	0.2387	0.304	0.885	0.8794	1.5268	0.1821	1.0675	0.8191	1.637	0.8423	1.1537	1.9754	0.3349	0.2666	0.4824	0.3642	0.3484	0.5724	0.5533	1.1241	1.1262	1.6607	0.6169	1.4375	0.5743	0.8112	0.7887	1.3973	1.0639	1.5397	1.5159	1.7274	1.4364	1.5233	0.861	0.4302	1.1718	0.5143	0.4402	0.113	0.1734	1.1734	1.9892	0.8362	1.6365	0.2269	4.1268	0.2994	1.046	0.9414	0.3894	3.034	7.843	2.3841	0.8943	1.6888	1.5584	5.1828	2.6273	1.2342	0.5339	0.5695	1.8406	0.7196	1.2382	4.7612	5.3045	3.4281	2.4984	2.0676	3.7934	8.5717	3.2995
489519	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	1.8133	0.8284	2.6343	0.3042	1.931	1.1995	1.0778	0.2089	0.965	3.1661	2.3783	0.4012	0.3456	0.1894	0.1624	0.3555	1.8735	0.4562	0.4426	0.4544	1.258	0.6439	0.6494	0.3446	0.2122	0.2654	0.1415	0.1719	0.1625	0.1964	0.1255	0.4248	1.9691	0.199	0.1903	0.2317	2.4339	0.7811	0.1231	0.2427	0.3701	0.488	0.1072	0.2819	0.3141	0.1866	0.3967	0.4888	0.6504	0.4763	1.1876	0.3789	0.958	0.9683	3.1355	1.3498	2.9538	0.8988	0.9359	1.0665	0.629	3.7791	2.0653	0.8833	0.2283	0.2054	0.7169	1.3533	1.8413	0.3749	0.2165	0.4335	1.108	0.284	1.0222	2.4607	0.4795	3.1397	1.6143	0.4631	0.1561	0.6818	1.6844	1.4862	0.4596	0.7184	0.152	0.3314
852520	ubiquinol-cytochrome c reductase core protein II	0.3067	0.4514	0.5474	1.5162	1.3739	1.4845	0.7556	1.0505	1.1287	0.8369	0.9682	0.7142	0.4613	0.4171	0.8615	0.8739	0.973	1.233	1.1263	0.8976	0.6286	0.5797	0.7477	1.6971	2.3526	1.0282	1.2429	0.6131	0.6662	0.713	0.4812	0.5213	0.4051	0.3557	1.1358	1.3411	1.2339	1.6731	1.0403	1.0493	1.2196	1.0644	1.1005	0.655	0.849	0.4321	0.7849	1.6832	1.5284	1.1152	1.2365	0.852	0.7267	0.6894	0.3722	0.6174	0.3904	1.6136	0.9078	0.534	0.1956	1.0465	0.6383	1.2285	0.7823	0.6909	0.8984	1.3533	1.115	0.8968	0.2805	4.0059	2.1272	1.9569	0.5972	0.8328	0.7747	0.8299	0.6542	1.1428	1.1194	2.573	0.7567	0.8623	0.9195	1.5457	0.5603	0.9975
298062	troponin T2, cardiac	0.105	0.1067	0.1596	0.4292	0.2012	0.2316	0.3942	0.2386	0.1409	0.2241	0.1773	0.1178	0.1411	0.1305	0.1287	0.1039	0.1044	0.2038	0.1937	0.1643	0.0631	0.2151	0.0965	0.1743	0.2164	0.2454	0.1338	0.1298	0.2077	0.1487	0.1601	0.2045	0.144	0.29	0.0714	0.1419	0.1228	0.1462	0.1409	0.5064	0.1064	0.1568	0.1587	0.4333	0.7375	0.3783	0.9099	2.2874	0.7702	1.4266	0.1951	1.2114	0.0904	4.2891	2.9901	2.8429	0.5941	3.4461	1.8771	6.5587	3.0204	0.5617	1.3591	0.2747	0.0729	0.0742	0.0642	0.8914	0.2912	0.235	0.1616	0.2771	13.9601	0.1889	0.3158	2.2749	0.1927	0.2222	0.2644	11.0286	0.0579	6.4575	0.0557	0.1106	0.0617	0.0885	0.1397	0.1431
853368	thymidylate synthetase	0.7981	0.7407	0.2109	0.4077	0.6823	0.7147	0.552	0.4108	0.7191	0.359	0.5327	0.6515	0.5547	2.1199	1.2091	0.8348	0.7957	1.6945	1.578	3.1321	0.2366	0.8502	1.3414	1.8044	3.1341	2.3386	2.5225	0.9824	0.4669	0.6072	1.1857	1.0451	1.6755	1.3385	3.0407	4.8959	1.75	2.0387	1.6984	2.2345	3.1152	3.1307	2.065	1.229	2.9717	4.4626	2.0074	2.5549	1.9003	2.8957	0.87	3.4454	0.5104	0.8164	0.4613	0.3995	0.6682	0.3331	0.2435	0.5836	0.3409	0.9697	1.2169	0.371	0.3917	0.7938	2.4771	0.3728	0.473	2.3263	1.2873	1.8009	0.8963	1.4662	2.8038	0.6133	0.9225	0.356	0.3215	1.4476	1.3051	0.547	0.5971	0.6976	0.6803	0.3133	1.3074	0.801
433474		0.9554	0.6331	0.5049	0.6105	0.6497	0.4225	1.0306	0.7325	1.0492	0.7071	0.487	1.0018	0.1665	0.784	0.842	1.1648	0.3059	1.1398	1.0392	0.4875	0.3674	0.976	0.6622	0.2927	0.7824	0.4719	0.5306	0.4412	0.6057	0.4485	0.6355	0.3235	0.9607	0.9328	0.3018	0.7818	0.3889	0.3374	0.4325	0.7507	0.9314	1.8805	0.3971	0.1823	0.4442	0.2568	0.2545	0.264	1.1076	0.3105	0.5725	0.1472	0.8322	0.4397	0.495	0.5278	0.0639	0.7819	0.4487	0.7875	0.2463	0.3432	0.3258	0.9354	0.427	0.9004	0.5817	0.79	0.8936	1.478	1.1887	0.4291	0.3623	0.7805	0.7454	0.5081	0.9754	0.7013	0.7347	0.4937	0.7492	0.9538	0.5838	0.984	0.5387	0.8707	0.7676	0.7098
345553	tetranectin (plasminogen-binding protein)	0.5551	0.1748	0.6284	0.2831	4.6422	0.5962	1.5138	0.6229	0.3296	7.232	0.5804	0.3852	0.4614	0.094	0.0935	0.0709	0.1771	0.1274	0.113	0.1928	0.0278	0.0738	0.1354	0.2041	0.1696	0.1547	0.1422	0.0861	0.1538	0.1017	0.1045	0.0783	0.1753	0.2119	0.1538	0.2407	0.0726	0.1837	0.2698	0.081	0.2182	0.1747	0.157	0.1538	0.3912	0.1441	0.2022	0.1988	0.1821	0.0864	0.099	0.0777	0.091	0.1537	0.3278	0.2271	0.2013	0.428	0.1574	0.602	0.1539	0.2784	0.1557	1.2168	0.1084	0.0797	0.1224	0.8241	1.1196	0.1415	0.0483	0.0718	0.1301	0.0705	0.3882	0.4557	0.4828	7.1718	2.8156	0.2841	0.0903	0.319	0.3787	0.5695	0.2043	0.1952	0.1496	0.234
884766	testis enhanced gene transcript	2.2249	1.1005	1.7334	1.8325	1.9802	3.1508	2.2996	2.2726	4.0268	3.1927	4.4416	3.0204	1.6068	2.5732	2.9891	2.0227	2.8341	2.9092	2.7458	4.3159	1.796	2.6485	1.9856	3.9874	2.7925	1.9214	3.5362	1.2041	1.1466	0.9992	1.1221	0.7584	2.3425	2.3922	2.6325	2.593	2.7906	1.999	1.2651	2.9022	2.4091	2.5208	2.3277	3.3712	2.81	2.874	2.3285	1.8621	2.7402	3.7234	2.0695	2.8047	2.6323	0.9306	0.6788	1.3755	2.4574	2.183	1.7358	1.4207	1.3398	3.7052	5.8771	2.2231	1.6357	2.4731	2.8307	3.7498	3.2801	2.3786	1.1108	4.0828	1.3442	1.9104	8.529	1.0913	1.6877	3.1661	3.9242	2.1248	1.9974	2.1327	4.2379	2.9844	4.3147	2.855	5.9298	4.2431
280735	TATA box binding protein	0.335	0.1559	0.1721	0.4467	0.3127	0.5857	0.4913	0.4935	0.3737	0.4072	0.6377	0.4302	0.4389	0.3519	0.4351	0.7614	0.3553	0.2178	0.209	0.4534	0.1	0.1816	0.4725	0.5614	0.6542	0.8899	0.662	0.2237	0.1886	0.3691	0.4024	0.1921	0.4681	0.2963	0.5216	1.2445	0.6122	0.6068	0.6434	0.898	0.7326	1.1274	0.4694	0.6035	0.6055	0.5114	0.5346	0.5783	1.2114	0.4942	0.5631	0.4595	0.5808	0.2875	0.2551	0.2046	0.3449	0.3465	0.3117	0.4272	0.1712	0.3892	7.5267	0.2931	0.3568	0.6615	0.7623	0.344	0.3401	0.2869	0.2125	0.1462	0.3105	0.5435	0.4266	0.3192	0.5913	0.4038	0.4323	0.5827	0.3603	0.4342	0.3209	0.5217	0.8416	0.3362	0.6007	0.7617
840708	superoxide dismutase 2, mitochondrial	0.8577	0.3873	0.6659	2.4155	2.6535	1.8479	0.7242	0.9392	1.0914	2.7347	1.4808	1.3758	1.299	0.4072	0.7826	1.0598	0.792	0.3912	0.3843	0.6365	0.541	0.2348	0.2742	0.7715	0.6539	0.4409	0.5231	0.237	0.2737	0.4313	0.523	0.3047	0.3676	0.3938	0.7417	0.7716	0.4397	0.9095	1.0298	0.5974	0.6949	0.8584	0.5	2.0797	1.0144	0.4908	1.0393	0.7391	0.9972	1.0289	0.873	1.3826	1.8136	1.3084	0.4775	0.7832	1.4212	2.2431	2.9616	1.0309	0.5883	0.6917	1.1423	14.02	1.3183	1.0288	0.4181	0.865	4.8518	0.2148	0.4319	0.3127	1.9248	0.5039	1.2113	0.602	1.0137	2.7119	3.9138	1.8163	0.1629	0.58	1.3408	1.0196	1.011	1.066	0.3887	1.3492
53092	putative L-type neutral amino acid transporter	1.0255	0.981	1.788	0.7582	0.8241	1.9464	0.8336	0.6611	1.0949	0.6541	1.1444	0.6623	1.1987	0.1025	0.4921	0.9297	2.5787	0.3754	0.3423	0.3804	3.2052	0.0847	0.0745	0.5531	0.5246	0.5252	0.4373	0.5735	0.8019	0.9382	0.656	1.7767	0.5561	0.289	0.892	0.5265	0.9029	0.8383	1.1372	0.7847	0.6298	0.7866	1.0482	1.1208	0.8376	0.0451	0.4528	0.3005	0.8149	0.5624	0.9827	0.2468	2.9374	0.7363	1.6497	1.6561	1.1218	2.0625	1.561	0.4756	1.9008	0.7673	0.7324	0.4904	0.688	1.0728	0.5255	0.2533	0.5821	0.1032	0.567	0.1799	1.0111	0.1204	0.7106	0.6595	0.5295	0.6487	1.7478	1.1558	0.1958	1.2755	1.6303	0.9015	2.3322	1.3461	0.8415	0.7139
486175	solute carrier family 16 (monocarboxylic acid transporters), member 1	0.2342	0.1771	0.1309	0.3278	0.8499	0.6431	0.7639	0.2656	0.3731	0.3228	0.1785	0.5198	0.3425	0.3602	0.8175	0.7681	0.937	0.653	0.6401	0.8749	0.5005	0.8944	0.5471	0.8998	0.7668	1.705	1.7748	0.2411	0.183	0.2173	0.9187	0.8313	0.76	0.6939	1.5555	2.8756	1.0563	2.1728	1.692	0.8576	1.2936	1.6285	2.2217	0.7709	1.9609	0.4217	0.6356	1.6516	1.5611	1.4046	1.1093	1.1676	1.4792	0.2222	0.1295	0.3325	0.6685	0.2269	0.8071	0.8492	0.241	0.0596	0.103	0.4267	1.703	1.602	0.2952	0.1812	0.1117	0.451	0.0841	0.074	0.0821	0.07	0.0912	0.2146	0.4478	0.3202	0.3637	0.3672	0.1888	0.0695	0.0591	0.0453	0.0727	0.0868	0.4469	0.1942
855395	sterol carrier protein 2	0.6909	1.0632	0.6489	1.4169	1.086	0.819	0.8719	0.704	1.0923	1.0321	0.6265	0.6885	0.6908	0.1134	1.2149	1.5383	1.2608	0.5073	0.482	0.4503	0.9983	0.2635	0.099	0.3268	0.5272	0.391	0.6122	0.8183	0.6654	0.7852	0.9362	0.6306	0.7981	0.8226	0.6232	0.8208	0.6566	0.3479	0.1982	0.6163	0.6445	0.6561	0.5971	0.2998	0.637	0.0727	0.4649	0.2772	0.3553	0.3265	0.6414	0.2805	1.4472	1.0426	0.5602	0.9531	0.6393	0.702	0.6731	0.5762	1.6965	0.0958	0.5262	0.7392	1.0346	1.1574	0.4248	0.0831	0.665	0.2512	0.7993	0.2281	0.5151	0.299	0.9059	0.5346	0.7794	1.0235	0.6928	0.6079	0.3064	0.5752	0.6024	0.8381	0.278	0.7108	0.5415	0.5231
729964	sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)	0.2224	0.5465	0.5846	0.5754	2.8863	0.365	0.9447	0.7767	0.734	0.5565	0.529	0.4258	0.888	0.4754	2.1973	0.3458	0.5872	0.3007	0.296	1.0277	0.1982	0.6695	0.6546	0.2568	0.1625	0.2744	0.1738	0.1018	0.2124	0.169	0.1585	0.2293	0.4297	0.3584	0.1989	0.1377	0.3782	0.1733	0.1684	0.2761	0.3507	0.2827	0.1494	0.1246	0.3518	0.1424	0.31	0.1787	0.3448	0.2614	0.3209	0.1434	0.3672	0.4321	0.4177	0.7764	0.4101	0.6665	0.5661	0.4815	0.4943	0.2168	0.6156	0.6138	0.2428	0.5977	0.1729	0.1033	0.4045	0.3596	0.2922	1.1114	0.3151	0.3074	1.0006	0.5247	0.4111	0.5519	1.0127	0.3544	0.122	0.2776	0.2431	0.6768	0.3663	0.4829	0.2257	0.2856
856796	spermidine synthase	1.4034	0.4143	0.5492	0.711	1.3862	1.5713	2.1934	1.8225	1.7263	1.9762	2.0595	2.4114	2.4166	2.922	0.5795	0.5934	0.5549	2.6682	2.8486	1.852	0.642	2.796	3.031	1.9228	1.4794	1.9662	1.7512	1.284	1.1639	0.8074	0.9753	0.5456	0.6271	1.1544	2.5898	1.001	1.6981	1.2038	1.8466	0.8068	2.1206	1.6383	2.1222	2.4385	2.3696	3.0973	3.3815	0.9692	1.1332	2.543	0.7714	2.0614	0.8008	0.4708	0.5154	0.5742	2.2498	1.6357	2.4187	1.8828	1.013	2.4511	3.1964	1.7257	4.0485	1.4592	1.3171	3.006	1.559	2.2185	1.4564	5.0259	1.9466	4.5417	5.2963	0.654	0.8027	1.9597	1.8487	1.7623	3.786	1.6755	1.1746	1.4774	1.7141	1.7161	3.0956	1.99
362483	spectrin, beta, non-erythrocytic 1	0.8415	0.8625	0.7995	0.8096	1.7627	1.0485	2.7359	0.8218	0.6682	8.7203	1.1326	1.0698	1.3385	0.3098	0.6662	0.5026	0.8069	0.6057	0.5704	0.5153	0.6403	0.7814	0.41	1.2821	1.2502	0.17	0.8155	0.2714	3.1831	1.3938	0.7623	2.1105	1.6628	1.4804	1.568	0.9911	2.1885	3.6315	1.7256	2.7954	2.7789	2.3067	0.8117	6.9031	1.5798	0.3735	1.4376	1.0023	3.9728	1.9697	1.767	2.0472	1.2025	2.6501	1.9782	1.9384	6.488	2.3356	6.4633	2.3357	2.6091	4.9339	6.7446	2.1404	2.371	0.4723	1.961	1.5218	1.7343	1.1357	4.4998	2.3912	4.8245	0.2441	1.9315	1.4498	0.8038	8.6477	4.1451	2.8208	0.6833	2.781	5.1517	4.3146	2.014	7.7861	0.782	0.5729
364510	special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNA's)	0.974	0.2052	0.0916	0.4012	0.7638	0.4266	1.2322	0.9723	0.5434	0.9707	0.5275	0.7782	0.8463	0.3862	0.3781	0.5348	0.6766	0.3793	0.3429	0.5344	0.1512	0.1405	0.1185	0.3864	0.209	0.6764	0.655	0.0893	0.1664	0.3762	0.9893	1.2364	0.5032	0.2903	1.9105	1.8017	0.8116	3.2032	1.265	0.4591	1.3449	1.9627	1.2519	0.6123	1.5546	0.4179	0.3147	0.4802	0.7916	0.2571	0.3513	0.4027	0.5798	0.508	0.545	0.3154	1.9377	1.2686	0.9215	0.6067	0.2219	0.5067	0.8243	2.5639	0.6437	0.1328	2.8247	0.4848	1.0647	0.1819	4.4342	0.1099	0.6289	0.0945	0.4967	0.4303	0.4832	0.9626	1.5879	0.8386	0.2061	0.3605	1.6371	1.3922	1.2192	1.0477	0.7435	0.2398
853151	ribosomal protein S16	0.1295	0.0696	0.1162	0.0631	0.9501	0.4152	0.4009	0.2059	0.0756	0.2837	0.39	0.4509	0.3609	0.1973	0.0868	0.056	0.5842	0.5577	0.519	0.1972	0.0903	0.384	0.1433	0.1558	0.9524	0.142	0.2526	0.0769	0.1053	0.1679	0.1107	0.3128	0.3622	0.5029	0.4639	0.4264	0.2983	0.0544	0.1172	0.471	0.1708	0.5982	0.3654	0.5669	0.5573	0.304	0.159	0.1629	0.0921	0.1895	0.0983	0.4702	0.2222	0.1456	0.1053	0.0803	0.4962	0.4083	0.2052	0.3093	0.1102	0.0737	0.112	0.2132	0.4028	0.1253	0.0544	0.1527	0.0726	0.1183	0.0395	0.0292	0.1243	0.0471	0.1122	0.3075	0.1671	0.2813	0.9126	0.3848	0.1074	0.1081	0.0952	0.0945	0.139	0.093	0.1224	0.1438
857243	ribosomal protein S13	3.3178	1.6068	2.2091	2.6468	1.3117	1.751	1.5309	1.1586	1.1768	0.7004	1.1236	1.8794	1.0468	3.4728	3.5823	4.1951	1.615	2.9268	2.7824	4.0364	2.7274	2.2896	3.4781	3.526	3.1904	4.4989	5.3443	2.7154	2.5299	3.5955	4.575	2.3845	3.4435	6.8774	2.5859	3.2452	2.6338	2.7359	3.9149	1.0565	1.6447	3.4002	4.4595	0.5838	1.2797	4.922	2.5849	3.2354	1.476	3.5898	3.0798	3.8413	4.0708	5.1781	4.0738	3.5356	1.0974	1.6739	0.7279	0.9953	3.9923	2.525	2.1617	0.5623	0.5774	3.9059	3.3484	6.7386	2.7079	5.8777	2.737	1.9764	1.3363	2.5846	2.4287	7.1218	1.5311	0.6946	0.792	0.5548	4.1058	3.2611	2.0213	4.3146	1.7971	2.3868	5.6756	3.6637
